EmployeeID,EnvironmentSatisfaction,JobSatisfaction,WorkLifeBalance,Age,DistanceFromHome,Education,EmployeeCount,JobLevel,MonthlyIncome,NumCompaniesWorked,PercentSalaryHike,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsSinceLastPromotion,YearsWithCurrManager,JobInvolvement,PerformanceRating,Mean_In_Time,Mean_Out_Time,Mean_Duration_Hours,Attrition_Yes,BusinessTravel_Travel_Frequently,BusinessTravel_Travel_Rarely,Department_Research & Development,Department_Sales,EducationField_Life Sciences,EducationField_Marketing,EducationField_Medical,EducationField_Other,EducationField_Technical Degree,Gender_Male,JobRole_Human Resources,JobRole_Laboratory Technician,JobRole_Manager,JobRole_Manufacturing Director,JobRole_Research Director,JobRole_Research Scientist,JobRole_Sales Executive,JobRole_Sales Representative,MaritalStatus_Married
1062,4.0,4.0,4.0,32,9,4,1,4,-0.4623389472984747,8.0,13,8,0,4.0,4,0,0,0,3,3,10.005555555555556,17.53388888888889,7.52828313253012,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
1063,3.0,3.0,2.0,42,11,3,1,1,2.412284732002363,3.0,18,8,0,10.0,2,6,3,3,3,3,9.977500000000001,16.474999999999998,6.497636099955377,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1
1064,2.0,3.0,3.0,47,2,2,1,5,-0.7026523024089224,4.0,14,8,1,7.0,3,2,2,0,2,3,10.000277777777777,16.15888888888889,6.158559794734494,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1065,4.0,4.0,2.0,46,1,3,1,1,2.672571080375748,3.0,21,8,0,12.0,2,9,4,7,3,4,9.987499999999999,17.212777777777777,7.225398259705488,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1066,3.0,4.0,3.0,28,7,3,1,1,0.5233495180926543,1.0,16,8,1,3.0,3,3,2,2,2,3,10.008055555555556,17.635555555555555,7.627564703257474,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
1067,4.0,3.0,3.0,29,16,3,1,1,-0.9121562530180307,8.0,11,8,1,11.0,4,7,1,6,3,3,10.022222222222224,17.931944444444447,7.909846050870147,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
1068,4.0,3.0,3.0,42,2,4,1,2,-0.4172934731309991,4.0,17,8,1,8.0,5,0,0,0,3,3,10.008333333333333,16.61388888888889,6.605543284248104,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
1069,3.0,2.0,2.0,32,1,1,1,2,-0.7993300889476083,7.0,11,8,0,7.0,3,2,2,2,3,3,9.995,20.236944444444447,10.24177599286033,1,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0
1070,1.0,1.0,3.0,46,23,1,1,2,-0.6399711001475766,2.0,14,8,0,25.0,0,19,2,8,3,3,9.993055555555555,17.816111111111113,7.823138107987505,0,0,1,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0
1071,2.0,3.0,3.0,27,2,3,1,5,-0.41686851582753237,1.0,14,8,2,9.0,4,9,5,8,4,3,9.999444444444444,17.06416666666667,7.0648047746541724,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
1072,4.0,2.0,3.0,29,1,2,1,3,-0.812716244006811,1.0,25,8,1,1.0,3,1,0,0,3,4,9.97,17.883333333333333,7.913248549754574,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1
1073,1.0,3.0,3.0,43,1,3,1,1,0.18614589779178736,7.0,13,8,2,21.0,3,16,6,14,2,3,9.996388888888887,16.310000000000002,6.313438197233378,0,0,1,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1
1074,4.0,2.0,3.0,48,2,3,1,2,-0.04906796967705933,4.0,14,8,0,29.0,3,22,12,9,2,3,10.000555555555556,16.13861111111111,6.137921686746988,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
1075,4.0,4.0,2.0,29,13,2,1,1,-0.27259551130057036,1.0,17,8,0,1.0,3,1,1,0,2,3,10.0175,18.5025,8.485172913877733,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1076,3.0,2.0,3.0,46,4,4,1,2,-0.7989051316441416,5.0,25,8,1,14.0,1,8,0,7,4,4,10.023888888888889,17.825833333333332,7.801989067380634,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
1077,4.0,1.0,2.0,27,16,4,1,3,-0.31976577198537975,0.0,20,8,2,8.0,3,7,7,3,3,4,9.960833333333333,17.6,7.639168897813476,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
1078,3.0,4.0,3.0,39,2,3,1,3,0.7965970642217752,8.0,13,8,1,7.0,3,2,2,2,3,3,9.99611111111111,16.52611111111111,6.52993641231593,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
1079,2.0,4.0,4.0,55,2,3,1,1,-0.7908309428782733,8.0,13,8,1,19.0,2,5,0,4,3,3,10.010833333333334,16.270555555555553,6.259779116465864,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
1080,2.0,2.0,3.0,28,29,2,1,2,0.07416964832829848,1.0,18,8,1,1.0,2,1,0,0,4,3,9.992222222222221,16.99888888888889,7.006786033020973,0,0,1,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1
1081,2.0,4.0,2.0,30,12,4,1,2,-0.32996474726858177,1.0,12,8,2,1.0,3,1,0,0,3,3,9.980277777777777,17.591944444444444,7.611738063364569,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1082,4.0,2.0,3.0,22,16,2,1,2,-0.6212729787950396,1.0,19,8,3,1.0,3,1,0,0,3,3,9.9925,20.407777777777778,10.415302320392684,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1083,2.0,3.0,3.0,36,11,3,1,1,1.421071821666166,1.0,14,8,1,10.0,2,10,1,7,2,3,9.989999999999998,19.29527777777778,9.30528558679161,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1
1084,2.0,3.0,3.0,31,2,4,1,5,0.8231568956884472,1.0,14,8,0,10.0,2,10,0,2,3,3,9.981388888888889,17.41916666666667,7.437873717090585,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1085,3.0,4.0,3.0,34,14,2,1,1,-0.9068442867246963,2.0,14,8,1,9.0,2,5,1,0,3,3,10.008333333333333,18.022499999999997,8.014359660865685,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
1086,4.0,1.0,3.0,29,5,5,1,1,0.8497167271551191,3.0,12,8,0,11.0,4,3,1,2,2,3,10.037777777777778,17.13222222222222,7.094493529674252,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1087,4.0,1.0,3.0,37,7,2,1,1,-0.9544395047129725,5.0,13,8,0,16.0,4,5,0,4,4,3,9.981944444444444,18.511944444444445,8.52993864346274,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1
1088,4.0,2.0,3.0,35,2,1,1,2,-0.9867362597764455,0.0,25,8,1,4.0,2,3,0,2,2,4,9.985833333333332,20.369722222222222,10.383802989736724,0,0,1,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1
1089,2.0,4.0,2.0,45,3,3,1,2,-0.5828143428312986,0.0,14,8,1,10.0,2,9,3,8,2,3,9.967222222222222,17.06416666666667,7.096870816599733,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
1090,2.0,4.0,2.0,36,5,3,1,4,2.3959238758188928,1.0,17,8,1,10.0,5,10,0,8,1,3,10.015833333333333,16.552777777777777,6.536939982150826,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
1091,1.0,1.0,3.0,40,3,3,1,1,0.07013255394536434,2.0,13,8,0,22.0,3,19,11,16,3,3,10.004444444444445,16.77777777777778,6.773274207942882,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0
1092,2.0,3.0,2.0,26,26,2,1,2,0.06567050225896345,1.0,13,8,0,1.0,2,1,1,0,2,3,9.98472222222222,19.177500000000002,9.19272423025435,0,0,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1
1093,1.0,3.0,3.0,27,4,3,1,2,-0.2830069652355058,0.0,20,8,1,9.0,1,8,0,7,2,4,10.015277777777778,17.55888888888889,7.543591030789826,0,0,1,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0
1094,4.0,4.0,3.0,48,2,3,1,2,2.8125945118680424,3.0,14,8,0,24.0,2,22,4,7,4,3,9.981111111111112,17.197222222222223,7.216103302097278,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
1095,2.0,1.0,3.0,44,1,2,1,4,2.593953979234399,2.0,12,8,1,10.0,0,2,2,2,3,3,10.016111111111112,17.078611111111112,7.062536813922356,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1
1096,4.0,1.0,3.0,34,27,2,1,1,-0.5972628911491682,1.0,12,8,1,5.0,5,5,3,0,3,3,9.982777777777779,19.974166666666665,9.991520526550646,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1097,1.0,4.0,3.0,56,1,2,1,5,-0.8380012035630826,1.0,21,8,0,5.0,3,4,1,0,3,4,10.005555555555556,16.855555555555558,6.850064703257474,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
1098,3.0,2.0,1.0,36,13,3,1,3,-0.8469253069358844,2.0,14,8,0,12.0,3,4,1,3,3,3,9.989166666666666,17.222499999999997,7.233391343150379,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
1099,3.0,2.0,3.0,41,5,3,1,1,0.025512037081355483,5.0,18,8,0,14.0,3,5,1,4,3,3,10.011944444444444,16.4475,6.435519857206604,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
1100,3.0,1.0,4.0,42,7,3,1,2,2.4991885005613135,9.0,12,8,1,18.0,4,13,5,7,3,3,10.000555555555556,17.33277777777778,7.332248995983936,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
1101,3.0,4.0,3.0,31,9,4,1,1,2.0442717072001564,2.0,23,8,1,8.0,2,5,1,4,2,4,10.01,18.2275,8.217444221329764,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1102,4.0,4.0,2.0,34,8,1,1,3,-0.8324767586180148,3.0,12,8,0,9.0,5,4,0,1,3,3,9.997777777777777,19.119722222222222,9.12212739848282,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
1103,1.0,3.0,2.0,31,25,2,1,3,2.488139610671178,8.0,21,8,2,4.0,3,2,2,2,4,4,10.011666666666667,16.82,6.808352298081214,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1104,3.0,4.0,3.0,26,16,2,1,2,0.39883702817689626,2.0,14,8,0,8.0,3,7,7,7,4,3,9.99472222222222,16.13111111111111,6.136155734047301,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
1105,2.0,3.0,3.0,45,8,4,1,2,-0.7455729900590643,4.0,18,8,1,12.0,2,4,0,3,3,3,9.983333333333333,17.732777777777777,7.7496273984828195,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1106,2.0,3.0,2.0,33,1,3,1,5,-1.1218726822788723,1.0,13,8,1,10.0,3,10,0,9,3,3,10.016388888888889,16.481388888888887,6.465248772869255,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1107,3.0,4.0,3.0,28,8,3,1,4,-1.1441829407108768,1.0,11,8,0,7.0,3,7,0,7,3,3,9.984444444444444,20.389166666666664,10.404818161535028,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1
1108,3.0,1.0,3.0,29,2,4,1,2,-0.7708579496153359,1.0,11,8,0,1.0,3,1,0,0,3,3,9.987777777777778,16.78111111111111,6.793126952253458,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
1109,1.0,3.0,3.0,39,8,5,1,2,2.6179640668802704,6.0,19,8,1,10.0,4,3,1,2,3,3,9.987499999999999,16.316666666666666,6.329348505131638,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
1110,2.0,2.0,2.0,27,3,2,1,2,1.503088581235249,1.0,12,8,1,6.0,2,5,1,2,3,3,10.002222222222223,17.232499999999998,7.23041499330656,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1
1111,3.0,4.0,3.0,34,9,4,1,2,-0.8239776125486798,1.0,12,8,3,16.0,4,15,6,11,3,3,9.97861111111111,18.85888888888889,8.880283355644801,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
1112,4.0,3.0,3.0,28,25,3,1,1,2.610527314069602,3.0,16,8,1,6.0,4,2,2,2,3,3,9.986388888888888,19.366944444444446,9.380602409638554,1,0,1,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0
1113,3.0,2.0,4.0,47,1,4,1,1,-0.4175059517827325,8.0,11,8,0,16.0,3,8,1,7,3,3,10.021111111111113,16.089166666666664,6.068195002231147,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1
1114,4.0,1.0,3.0,56,4,3,1,2,2.8353297276035136,4.0,14,8,0,6.0,6,0,0,0,3,3,9.98472222222222,17.791111111111114,7.806452476572958,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
1115,1.0,1.0,3.0,39,1,3,1,1,0.8518415136724529,1.0,12,8,1,10.0,2,10,7,9,3,3,10.019444444444446,16.986666666666668,6.967344935296743,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
1116,4.0,2.0,3.0,38,4,2,1,1,-0.43747894504566975,1.0,13,8,0,20.0,2,20,0,7,3,3,9.962777777777777,20.72111111111111,10.758502900490852,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
1117,4.0,4.0,2.0,58,5,3,1,5,-0.9240550575150998,4.0,21,8,1,29.0,3,1,0,0,3,4,10.009166666666667,19.861944444444447,9.852852521195894,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1
1118,1.0,3.0,3.0,32,9,3,1,2,2.695731253414686,3.0,17,8,1,8.0,2,4,0,3,3,3,9.971666666666668,20.00027777777778,10.02845269968764,1,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0
1119,2.0,4.0,4.0,38,3,4,1,1,-0.4277049270659345,2.0,21,8,1,10.0,1,5,0,3,3,4,9.985555555555555,17.560000000000002,7.57442436412316,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1120,2.0,4.0,3.0,49,11,4,1,2,-0.636783920371576,3.0,11,8,1,28.0,4,5,4,3,2,3,10.011666666666667,16.33888888888889,6.327325970548862,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1
1121,2.0,4.0,3.0,42,1,3,1,1,-0.8777347114372238,3.0,12,8,1,14.0,3,0,0,0,3,3,10.017777777777779,18.66777777777778,8.649876171352075,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1122,1.0,2.0,3.0,27,8,1,1,4,0.7921350125353743,1.0,13,8,1,1.0,2,1,0,0,3,3,10.020555555555557,16.53638888888889,6.515732931726908,1,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1
1123,2.0,1.0,1.0,35,25,1,1,1,-0.23222456747122902,0.0,18,8,0,6.0,4,5,0,4,3,3,10.025555555555556,16.6475,6.621870816599732,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1
1124,3.0,3.0,2.0,28,21,1,1,3,0.31342061018007933,1.0,16,8,2,5.0,2,5,1,4,3,3,9.989722222222222,16.662499999999998,6.672648371262829,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0
1125,3.0,1.0,4.0,31,23,1,1,1,-0.5600791270958274,1.0,11,8,1,4.0,4,4,2,3,4,3,10.01388888888889,19.799444444444447,9.785659303882195,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0
1126,1.0,2.0,3.0,36,1,3,1,2,-0.7787196597294709,1.0,19,8,2,5.0,5,5,0,2,1,3,9.991666666666665,17.093333333333334,7.101603078982597,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1
1127,1.0,4.0,2.0,34,2,3,1,4,-0.38414680346059255,1.0,16,8,1,14.0,2,14,2,1,3,3,9.983333333333333,16.05388888888889,6.070518741633199,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
1128,4.0,3.0,2.0,34,19,3,1,1,-0.6722678552110497,1.0,16,8,0,9.0,2,8,1,1,2,3,10.00361111111111,16.80027777777778,6.79677599286033,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1129,3.0,1.0,2.0,26,2,2,1,2,-0.9397784777433695,0.0,13,8,0,8.0,6,7,7,6,4,3,10.0025,16.77472222222222,6.772187639446676,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
1130,1.0,1.0,2.0,29,2,4,1,2,-0.9363788193156355,0.0,22,8,0,6.0,2,5,0,2,4,4,10.006666666666666,17.69527777777778,7.688664658634538,0,0,1,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1
1131,3.0,4.0,3.0,32,3,1,1,3,-0.06245412473626198,5.0,17,8,1,9.0,5,5,1,2,4,3,10.001666666666667,16.597777777777775,6.596127844712182,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0
1132,4.0,1.0,3.0,31,25,5,1,2,2.4558428556077048,1.0,14,8,1,10.0,2,10,8,7,3,3,10.0075,16.926111111111112,6.9185977242302545,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
1133,3.0,4.0,2.0,28,7,5,1,2,2.256537880281799,5.0,15,8,1,6.0,2,4,0,3,2,3,9.952777777777778,16.31972222222222,6.366965640339134,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1134,1.0,1.0,2.0,38,9,2,1,3,-0.8777347114372238,4.0,12,8,0,20.0,3,1,0,0,2,3,10.001944444444444,17.17,7.168153726015172,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0
1135,3.0,4.0,3.0,35,5,3,1,2,-0.34420081693471793,1.0,18,8,1,10.0,1,10,0,9,1,3,9.974166666666667,18.631944444444446,8.657899375278893,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1
1136,4.0,4.0,3.0,27,2,3,1,1,-0.5522174169816926,1.0,15,8,0,7.0,2,7,0,7,3,3,10.006666666666666,17.866944444444446,7.860369254796966,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1137,4.0,4.0,3.0,32,8,1,1,2,-0.39859535177846206,8.0,17,8,1,8.0,2,1,0,0,2,3,9.990833333333333,17.263055555555557,7.2723070058009815,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
1138,1.0,4.0,3.0,31,2,1,1,3,0.12558948204777534,1.0,14,8,1,10.0,2,10,0,8,3,3,9.996666666666666,20.054722222222225,10.058092369477912,1,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1
1139,1.0,1.0,2.0,53,18,3,1,1,-0.6544196484654462,6.0,15,8,1,15.0,4,2,2,2,3,3,10.003333333333334,20.746944444444445,10.743352298081213,1,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0
1140,1.0,3.0,2.0,54,14,3,1,3,0.036348448319757636,3.0,17,8,1,9.0,2,4,2,3,3,3,9.983333333333333,17.79277777777778,7.809564926372156,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1
1141,4.0,3.0,3.0,33,2,4,1,4,2.2049055679105884,1.0,14,8,3,9.0,2,9,2,8,3,3,9.966388888888888,17.83111111111111,7.86458500669344,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
1142,1.0,3.0,3.0,43,3,3,1,1,0.5505467855145264,1.0,12,8,1,10.0,0,10,0,9,3,3,9.99472222222222,17.461388888888887,7.466564033913431,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1
1143,4.0,2.0,3.0,38,2,5,1,4,0.41286061919129907,0.0,14,8,0,7.0,3,6,1,2,2,3,10.020000000000001,17.89611111111111,7.87621932173137,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
1144,3.0,2.0,3.0,55,9,3,1,2,1.150161540706112,4.0,15,8,1,35.0,3,10,1,4,2,3,10.010833333333334,18.11527777777778,8.104572735385988,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1
1145,4.0,4.0,3.0,31,6,3,1,1,-0.418355866389666,1.0,13,8,0,1.0,2,1,0,0,3,3,9.980833333333333,20.66861111111111,10.68791053101294,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0
1146,2.0,1.0,3.0,39,4,3,1,2,0.7116056035284251,0.0,12,8,1,21.0,5,20,11,10,2,3,9.976944444444445,16.119444444444444,6.142690763052209,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
1147,4.0,3.0,3.0,42,10,4,1,2,-0.07477788653679776,1.0,13,8,1,20.0,3,20,3,7,3,3,9.996388888888887,16.606944444444444,6.610515394912985,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1148,3.0,3.0,4.0,31,14,2,1,2,-0.8926082170585602,4.0,14,8,0,13.0,3,11,4,8,3,3,9.99611111111111,16.13222222222222,6.136228246318608,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
1149,3.0,1.0,3.0,54,1,3,1,2,-0.8798594979545576,6.0,13,8,1,9.0,2,5,1,4,4,3,9.995,20.459444444444443,10.464551539491298,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
1150,2.0,3.0,2.0,24,5,4,1,1,2.41334712526103,1.0,11,8,2,4.0,5,4,1,2,1,3,9.983888888888888,16.87027777777778,6.886265060240964,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0
1151,4.0,4.0,4.0,23,7,3,1,2,2.695093817459486,1.0,11,8,1,5.0,2,5,1,4,3,3,9.990555555555554,16.985277777777778,6.994619589468987,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
1152,4.0,3.0,4.0,40,21,3,1,3,2.807707502878175,1.0,21,8,0,10.0,1,10,9,4,2,4,10.000277777777777,17.77583333333333,7.775528781793842,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
1153,2.0,2.0,3.0,40,8,1,1,5,-0.6287097316057078,3.0,18,8,3,15.0,3,11,5,10,2,3,9.963333333333333,16.15083333333333,6.1876651048639,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
1154,3.0,2.0,3.0,25,20,5,1,2,0.42433446638490135,4.0,12,8,0,6.0,2,2,1,2,3,3,9.994166666666667,16.25111111111111,6.256899821508255,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
1155,4.0,2.0,2.0,30,20,4,1,2,-0.3913710776195273,1.0,11,8,0,12.0,3,12,1,7,2,3,9.991666666666665,16.140277777777776,6.148650156180277,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1
1156,4.0,3.0,2.0,25,7,2,1,5,-0.5099341652867508,6.0,15,8,1,7.0,2,2,0,2,3,3,9.989166666666666,19.974166666666665,9.984821508255244,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0
1157,1.0,3.0,3.0,47,1,4,1,2,-0.478912282133678,2.0,13,8,1,25.0,2,17,12,11,2,3,9.9725,17.697777777777777,7.725073627844712,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
1158,2.0,3.0,2.0,33,1,3,1,2,1.5984914958635346,1.0,12,8,0,1.0,4,1,0,0,3,3,10.009166666666667,16.231944444444444,6.222776662204373,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
1159,4.0,2.0,3.0,38,19,3,1,2,0.08288127304936688,0.0,17,8,0,16.0,3,15,5,8,3,3,9.985555555555555,17.824166666666667,7.8387103971441325,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
1160,1.0,3.0,3.0,31,10,4,1,3,-0.08030233148186552,0.0,13,8,1,3.0,3,2,1,2,3,3,9.98611111111111,17.13111111111111,7.144795850066934,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
1161,1.0,3.0,3.0,38,1,4,1,2,-0.6021499001390358,2.0,19,8,0,10.0,2,8,7,7,3,3,9.980833333333333,16.499722222222225,6.51887996430165,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1
1162,4.0,1.0,2.0,42,6,3,1,2,0.7447522731988316,6.0,19,8,1,9.0,3,4,1,2,1,3,10.035555555555556,19.743055555555557,9.707566934404285,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0
1163,4.0,4.0,3.0,41,2,2,1,1,-0.8745475316612232,3.0,17,8,1,12.0,1,5,1,0,1,3,10.009166666666667,17.665,7.655601294065149,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
1164,3.0,2.0,1.0,47,21,2,1,1,-0.3960456079576615,0.0,11,8,1,14.0,2,13,5,12,2,3,10.035277777777777,17.253333333333334,7.218167112896029,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1
1165,4.0,3.0,3.0,35,4,3,1,2,0.2964223180414093,7.0,15,8,0,5.0,2,2,2,2,2,3,10.020000000000001,20.229444444444443,10.209643016510485,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
1166,4.0,3.0,4.0,22,12,1,1,2,-0.843313169856417,0.0,11,8,0,4.0,1,3,1,2,3,3,10.001111111111111,16.424722222222222,6.423640116019635,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
1167,2.0,3.0,3.0,35,9,3,1,2,1.4106603677312306,1.0,25,8,2,10.0,4,10,0,8,3,4,9.998888888888889,17.964444444444442,7.9654718875502,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
1168,2.0,4.0,3.0,33,3,4,1,3,-1.0394309654063227,0.0,14,8,0,10.0,2,9,8,1,2,3,10.007222222222222,19.041111111111114,9.033875502008032,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
1169,3.0,2.0,3.0,32,3,2,1,3,-0.2422110641026977,1.0,13,8,0,6.0,4,6,4,1,3,3,9.992777777777777,16.974444444444444,6.981711289602856,0,0,1,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0
1170,1.0,4.0,2.0,40,1,4,1,2,-0.3042548304088433,8.0,17,8,1,8.0,3,1,0,0,2,3,10.0,16.224444444444444,6.224367469879518,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1
